"","unid","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age","gender_male"
"2342",60344,FALSE,0,0,4,3,1,NA,1,1,1,3,NA,7,NA,6,23,0
"2343",53088,FALSE,0,0,1,NA,0,0,0,0,1,3,6,0,NA,-1,23,0
"2344",2714,TRUE,1,0,1,NA,1,1,0,1,0,7,NA,8,NA,4,31,1
"2345",65951,FALSE,0,0,5,3,0,NA,0,1,1,6,NA,0,NA,2,23,0
"2346",22869,FALSE,0,0,7,NA,1,2,0,1,0,2,4,9,NA,9,26,0
"2347",1870,FALSE,1,1,2,NA,2,1,0,1,0,3,NA,3,NA,1,32,1
"2348",23455,FALSE,0,0,12,NA,1,2,1,1,1,4,5,7,NA,5,26,0
"2349",97267,FALSE,1,0,1,NA,0,1,1,1,0,5,NA,4,NA,0,19,0
"2350",2879,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,33,0
"2351",31551,FALSE,0,1,2,NA,1,1,0,1,1,7,5,7,4,6,26,0
"2352",92571,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1
"2353",14846,TRUE,0,1,6,NA,2,1,1,1,1,4,6,4,NA,7,27,0
"2354",58141,FALSE,1,1,0,NA,0,NA,0,0,NA,6,NA,6,NA,13,24,1
"2355",56550,FALSE,1,1,3,NA,0,1,0,1,1,5,5,8,4,6,23,0
"2356",33643,FALSE,0,0,4,NA,1,1,1,1,0,6,NA,1,NA,12,25,0
"2357",34695,FALSE,1,0,3,NA,1,1,0,1,0,9,5,6,7,2,25,1
"2358",62851,FALSE,1,1,3,1,1,NA,1,1,1,NA,NA,NA,NA,NA,24,0
"2359",67024,TRUE,1,0,6,NA,1,1,1,1,1,6,6,5,NA,7,22,0
"2360",52436,TRUE,1,1,2,1,1,NA,1,1,1,NA,NA,NA,NA,NA,25,0
"2361",78284,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,1
"2362",10958,FALSE,1,1,4,NA,1,1,1,1,1,6,NA,1,NA,5,28,0
"2363",66186,FALSE,1,1,1,1,0,NA,1,1,1,8,7,9,5,8,23,1
"2364",87690,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"2365",3981,TRUE,0,0,2,NA,2,0,1,0,0,4,NA,1,NA,2,31,0
"2366",86797,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,3,NA,NA,22,0
"2367",78572,TRUE,1,0,5,NA,1,2,0,1,0,5,8,0,NA,8,22,0
"2368",97600,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,1
"2369",33968,FALSE,1,1,6,NA,1,2,0,1,0,6,6,1,3,7,25,0
"2370",64023,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,7,4,NA,22,0
"2371",64559,FALSE,0,1,4,0,0,NA,0,1,1,NA,NA,NA,NA,NA,23,1
"2372",13038,FALSE,1,1,1,NA,0,1,0,1,1,5,NA,5,NA,4,28,0
"2373",76164,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,NA,4,NA,NA,21,0
"2374",72577,TRUE,0,0,3,NA,1,2,0,1,1,7,5,6,3,NA,21,1
"2375",18583,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,3,NA,27,0
"2376",68711,TRUE,0,0,6,NA,2,1,1,1,0,9,7,2,3,5,22,1
"2377",65956,FALSE,1,1,2,1,1,NA,1,1,1,NA,NA,NA,NA,NA,23,0
"2378",100256,FALSE,0,0,4,NA,0,1,1,1,0,4,7,9,NA,8,18,0
"2379",23052,FALSE,1,1,2,NA,0,2,0,1,0,NA,NA,NA,NA,NA,28,0
"2380",101392,FALSE,0,0,4,2,0,NA,1,1,0,NA,NA,NA,NA,NA,19,0
"2381",86960,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,0,6,NA,21,0
"2382",71918,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5,NA,NA,22,0
"2383",81482,FALSE,1,1,6,4,2,NA,1,1,1,NA,NA,NA,NA,NA,22,0
"2384",70062,FALSE,1,0,4,NA,0,1,1,1,0,7,NA,9,NA,-1,22,1
"2385",61986,FALSE,0,0,7,4,2,NA,1,0,1,7,5,6,3,6,23,0
"2386",32713,TRUE,1,1,1,NA,0,1,0,1,1,5,4,8,4,4,26,1
"2387",102137,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,19,0
"2388",16974,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,0
"2389",6582,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,1
"2390",15969,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,0
"2391",14939,FALSE,1,0,8,NA,0,1,1,1,0,3,4,4,NA,6,27,0
"2392",85702,TRUE,1,1,3,3,0,NA,1,0,0,NA,NA,NA,NA,NA,21,1
"2393",6007,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"2394",30039,FALSE,0,0,4,NA,0,1,1,1,0,6,3,4,2,5,25,1
"2395",38645,FALSE,0,1,2,2,0,NA,0,1,1,NA,NA,NA,NA,NA,25,1
"2396",22171,FALSE,0,0,10,NA,0,2,1,1,0,6,7,0,5,2,26,0
"2397",48123,FALSE,0,1,3,1,0,NA,1,1,0,9,6,5,5,4,24,1
"2398",79496,FALSE,0,0,4,15,1,NA,1,1,1,NA,NA,NA,NA,NA,22,1
"2399",10602,TRUE,1,0,12,NA,1,1,1,1,0,8,NA,0,NA,9,28,0
"2400",99144,FALSE,1,1,7,4,0,NA,1,1,1,NA,NA,NA,NA,NA,19,0
"2401",30550,TRUE,0,1,4,NA,0,1,0,1,0,7,NA,3,NA,5,25,1
"2402",86503,FALSE,1,1,3,NA,0,2,0,1,0,5,5,1,NA,5,21,0
"2403",31825,FALSE,1,0,9,NA,2,1,1,1,0,4,5,3,NA,6,25,0
"2404",97373,FALSE,1,0,3,15,0,NA,1,1,1,NA,NA,NA,NA,NA,20,1
"2405",57662,FALSE,1,1,3,NA,1,3,1,1,0,8,6,1,5,9,23,0
"2406",40278,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,9,8,0,6,NA,26,1
"2407",101617,FALSE,0,0,3,1,0,NA,1,0,0,NA,NA,NA,NA,NA,19,0
"2408",60517,FALSE,0,0,7,NA,2,2,1,1,1,5,NA,0,NA,4,22,0
"2409",62484,FALSE,1,1,5,NA,1,1,1,1,1,5,6,0,NA,NA,22,0
"2410",70516,FALSE,1,0,4,NA,1,3,1,1,0,5,NA,2,NA,0,22,0
"2411",48831,FALSE,1,1,3,NA,0,3,0,1,1,7,4,9,2,7,23,1
"2412",23651,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,1,5,8,NA,NA,28,0
"2413",80348,FALSE,0,1,1,6,0,NA,1,1,0,7,NA,0,NA,4,21,0
"2414",39962,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"2415",57179,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0
"2416",78210,FALSE,0,0,2,NA,0,0,1,0,1,7,7,6,1,5,21,1
"2417",37506,FALSE,0,0,5,NA,1,2,0,1,0,6,NA,0,NA,6,25,0
"2418",74738,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"2419",97193,FALSE,1,1,4,2,0,NA,1,1,1,NA,NA,NA,NA,NA,20,0
"2420",80543,TRUE,0,0,4,NA,1,1,1,1,0,3,NA,2,NA,5,21,0
"2421",76916,FALSE,0,0,4,NA,1,1,1,1,0,6,NA,3,NA,NA,21,0
"2422",37577,FALSE,0,0,3,NA,0,0,1,0,1,5,NA,0,NA,6,25,1
"2423",64451,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"2424",1183,FALSE,1,1,3,2,3,NA,1,0,1,NA,NA,NA,NA,NA,34,0
"2425",25928,FALSE,1,1,6,4,0,NA,1,1,1,4,NA,9,NA,6,26,0
"2426",34182,FALSE,0,0,4,1,2,NA,1,1,1,3,NA,6,NA,5,26,0
"2427",29775,TRUE,1,0,3,NA,1,1,1,1,0,7,NA,5,NA,12,25,0
"2428",11986,FALSE,0,0,4,2,1,NA,1,1,1,6,8,4,4,4,28,0
"2429",69672,FALSE,0,1,7,NA,0,1,1,1,1,5,5,6,NA,7,21,0
"2430",81430,FALSE,1,1,4,NA,0,NA,1,0,0,3,4,3,NA,-1,22,1
"2431",70714,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,4,1,7,NA,21,1
"2432",42869,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"2433",52487,TRUE,0,0,7,NA,0,4,0,1,0,8,7,2,NA,1,24,1
"2434",47122,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"2435",68577,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,4,NA,NA,21,1
"2436",38507,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,NA,1,NA,NA,26,1
"2437",40617,FALSE,0,0,2,15,0,NA,0,0,0,5,NA,7,NA,4,25,0
"2438",41166,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,7,NA,NA,25,0
"2439",46151,FALSE,1,1,8,NA,1,3,1,1,0,7,5,4,3,6,24,1
"2440",4246,TRUE,1,0,0,NA,0,NA,0,0,NA,4,4,9,2,11,32,0
"2441",9429,FALSE,1,0,6,NA,0,2,1,1,1,5,6,3,2,NA,28,0
"2442",34321,FALSE,0,0,9,NA,0,3,1,1,0,7,NA,3,NA,3,25,1
"2443",55336,FALSE,0,0,0,NA,1,0,1,0,0,4,7,9,NA,6,23,0
"2444",90530,TRUE,1,0,4,1,0,NA,0,1,1,NA,NA,NA,NA,NA,21,1
"2445",13742,FALSE,1,1,3,3,0,NA,0,1,1,7,NA,7,NA,2,28,1
"2446",57867,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0
"2447",62285,FALSE,1,0,7,3,0,NA,1,1,0,NA,NA,NA,NA,NA,24,1
"2448",30413,FALSE,1,1,2,NA,0,0,1,0,1,5,NA,8,NA,NA,25,1
"2449",89766,FALSE,0,1,3,2,0,NA,0,1,0,7,NA,5,NA,1,21,1
"2450",75742,FALSE,1,0,6,2,1,NA,1,1,1,7,NA,8,NA,3,22,1
"2451",1332,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,34,0
"2452",79301,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"2453",91899,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,0
"2454",44510,FALSE,1,0,5,NA,0,1,0,1,0,7,5,6,NA,5,25,0
"2455",82120,TRUE,0,0,4,NA,0,1,0,1,0,6,5,7,5,4,21,0
"2456",78713,TRUE,1,1,12,NA,0,2,0,1,1,6,5,1,5,1,20,1
"2457",75103,TRUE,1,0,4,4,0,NA,1,1,1,6,4,3,5,4,22,1
"2458",56259,TRUE,0,1,5,1,0,NA,1,1,0,4,6,3,3,11,23,0
"2459",54298,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0
"2460",86060,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,NA,5,NA,NA,22,1
"2461",78988,TRUE,1,1,7,NA,0,1,1,1,0,5,NA,5,NA,4,21,0
"2462",23427,TRUE,1,0,3,NA,1,0,1,0,0,6,8,4,4,4,26,0
"2463",38559,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,5,4,NA,26,0
"2464",28441,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,1
"2465",95826,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"2466",17486,TRUE,1,0,9,NA,3,2,1,1,1,6,NA,2,NA,5,27,1
"2467",51067,FALSE,1,0,4,NA,0,0,1,0,0,7,10,2,NA,1,23,0
"2468",60605,FALSE,0,1,6,NA,0,2,0,1,1,8,7,8,4,6,23,1
"2469",59978,FALSE,0,1,4,NA,1,1,1,1,1,5,5,1,NA,5,23,1
"2470",12106,FALSE,0,0,2,NA,2,1,0,1,1,4,NA,0,NA,5,27,0
"2471",30955,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,1
"2472",82199,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"2473",80574,FALSE,1,0,5,1,0,NA,1,1,1,NA,NA,NA,NA,NA,22,1
"2474",35933,FALSE,1,0,5,NA,0,2,0,1,1,10,NA,4,NA,5,25,1
"2475",2565,FALSE,0,1,2,NA,1,1,1,1,0,8,6,3,4,1,32,0
"2476",85952,TRUE,0,0,2,NA,0,1,1,1,1,6,NA,8,NA,10,20,0
"2477",50584,FALSE,1,1,1,NA,1,1,1,1,0,3,4,7,NA,3,23,0
"2478",42496,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,3,NA,0,NA,NA,26,1
"2479",48651,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,7,3,2,NA,25,1
"2480",65682,FALSE,1,1,6,NA,0,2,1,1,0,6,7,1,3,5,22,1
"2481",51753,TRUE,0,0,3,4,0,NA,1,1,0,NA,NA,NA,NA,NA,24,0
"2482",73347,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"2483",9807,FALSE,0,1,3,NA,0,1,0,1,0,4,NA,2,NA,NA,29,0
"2484",6420,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,5,8,NA,NA,31,1
"2485",3773,FALSE,0,1,4,1,2,NA,1,1,0,NA,NA,NA,NA,NA,32,0
"2486",52530,FALSE,0,0,4,NA,0,1,0,1,1,6,6,7,4,5,24,1
"2487",39991,FALSE,1,1,2,NA,0,1,0,1,0,8,7,7,7,4,24,1
"2488",20908,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,3,4,NA,NA,28,0
"2489",9376,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30,0
"2490",67202,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,NA,1,NA,NA,24,0
"2491",11187,FALSE,0,1,7,NA,0,4,0,1,0,NA,NA,NA,NA,NA,28,1
"2492",80469,TRUE,1,0,9,NA,1,3,1,1,1,8,NA,8,NA,3,21,0
"2493",84220,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,6,1,4,NA,22,1
"2494",96247,FALSE,0,0,2,1,0,NA,0,1,0,NA,NA,NA,NA,NA,20,1
"2495",28525,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,2,3,8,NA,NA,26,1
"2496",22711,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,4,NA,27,1
"2497",6925,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,NA,4,NA,NA,30,0
"2498",91256,FALSE,0,0,1,1,1,NA,0,1,0,NA,NA,NA,NA,NA,21,0
"2499",50369,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,1
"2500",43647,FALSE,0,0,4,NA,0,1,1,1,1,5,4,0,2,4,24,1
"2501",38516,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,6,0,NA,NA,24,0
"2502",86992,FALSE,1,1,9,6,0,NA,1,1,0,NA,NA,NA,NA,NA,21,1
"2503",37381,FALSE,0,0,5,NA,0,0,1,0,0,5,5,4,4,7,25,0
"2504",14425,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,NA,28,1
"2505",79228,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,5,3,NA,NA,21,1
"2506",10146,TRUE,0,0,7,NA,1,1,1,1,1,5,7,3,4,6,29,0
"2507",48448,FALSE,0,0,3,NA,0,0,1,0,0,10,NA,0,NA,NA,23,1
"2508",35519,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,1
"2509",90744,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,2,NA,20,1
"2510",57926,FALSE,0,1,1,NA,1,2,1,1,1,3,NA,6,NA,6,22,1
"2511",43557,TRUE,1,0,7,NA,0,5,0,1,1,6,6,3,NA,9,24,0
"2512",52781,FALSE,0,0,5,NA,0,0,0,0,0,7,7,3,NA,4,23,0
"2513",70048,FALSE,0,0,4,4,0,NA,0,1,1,7,5,4,4,11,22,0
"2514",25663,FALSE,0,0,4,NA,1,NA,1,0,0,4,4,8,NA,9,25,0
"2515",32284,FALSE,0,0,5,15,3,NA,1,1,1,NA,NA,NA,NA,NA,26,0
"2516",18402,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,2,NA,9,NA,NA,29,1
"2517",24933,FALSE,1,1,3,NA,0,1,0,1,0,3,NA,2,NA,7,26,0
"2518",89914,FALSE,0,0,4,NA,0,4,1,1,1,5,4,2,NA,10,20,1
"2519",65655,FALSE,1,0,2,15,0,NA,0,1,0,NA,NA,NA,NA,NA,23,1
"2520",85929,TRUE,1,1,4,NA,0,2,0,1,1,9,7,7,4,4,21,1
"2521",8387,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,9,4,NA,30,0
"2522",8717,FALSE,0,0,3,1,0,NA,1,1,1,NA,NA,NA,NA,NA,30,1
"2523",49488,FALSE,1,1,5,NA,0,1,1,1,1,4,3,0,NA,11,23,0
"2524",21567,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,1
"2525",92706,FALSE,0,0,10,NA,0,4,1,1,0,4,7,4,NA,8,21,0
"2526",13808,TRUE,1,0,3,NA,1,1,1,1,1,4,NA,5,NA,5,28,0
"2527",13752,TRUE,1,0,7,NA,1,3,0,1,1,4,NA,3,NA,2,27,1
"2528",96777,TRUE,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,20,1
"2529",41749,FALSE,0,0,3,NA,1,1,1,1,1,5,4,6,5,5,24,0
"2530",76413,FALSE,1,1,2,NA,0,2,0,1,1,4,NA,3,NA,1,22,1
"2531",76830,TRUE,0,1,4,NA,1,1,0,1,1,6,6,8,6,3,22,0
"2532",25706,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"2533",62111,FALSE,0,1,3,0,0,NA,1,1,0,NA,NA,NA,NA,NA,24,0
"2534",63867,FALSE,0,1,7,NA,0,NA,1,0,0,6,6,0,3,3,22,0
"2535",20942,TRUE,0,0,4,NA,1,1,0,1,1,NA,NA,NA,NA,NA,26,0
"2536",48270,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"2537",101661,FALSE,0,0,2,1,1,NA,1,0,0,NA,NA,NA,NA,NA,18,0
"2538",94130,FALSE,1,0,4,4,0,NA,1,1,0,6,7,9,3,-1,20,0
"2539",9032,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30,0
"2540",43863,TRUE,1,1,1,NA,1,1,0,1,1,6,NA,3,NA,8,24,1
"2541",34113,FALSE,0,0,3,NA,0,1,0,1,0,3,4,4,NA,5,24,1
"2542",41578,FALSE,1,1,6,4,1,NA,1,1,0,NA,NA,NA,NA,NA,25,0
"2543",82249,FALSE,1,1,6,3,1,NA,1,1,0,8,NA,6,NA,1,21,0
"2544",83385,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,1
"2545",98801,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"2546",57790,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,NA,23,1
"2547",44325,FALSE,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,25,1
"2548",21019,FALSE,1,0,1,NA,0,1,1,1,0,3,5,4,NA,7,27,0
"2549",60149,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"2550",53863,FALSE,1,0,7,2,1,NA,1,1,1,NA,NA,NA,NA,NA,25,0
"2551",5186,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,32,0
"2552",31722,FALSE,1,0,0,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,27,1
"2553",44490,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,NA,25,1
"2554",3843,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,32,0
"2555",69058,FALSE,1,1,13,5,0,NA,1,1,0,NA,NA,NA,NA,NA,22,0
"2556",98948,TRUE,0,0,1,15,0,NA,0,1,0,NA,NA,NA,NA,NA,20,0
"2557",76817,FALSE,0,0,6,NA,0,1,1,1,0,7,NA,2,NA,5,21,0
"2558",27960,TRUE,1,1,4,NA,0,1,1,1,1,6,4,7,3,2,27,0
"2559",41357,FALSE,0,1,1,1,0,NA,0,1,0,NA,NA,NA,NA,NA,25,0
"2560",345,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,37,0
"2561",555,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,5,5,2,NA,33,0
"2562",5055,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,7,1,NA,31,0
"2563",88976,FALSE,1,0,6,NA,0,0,1,0,1,9,NA,2,NA,4,21,0
"2564",44296,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,7,1,3,NA,24,1
"2565",79243,FALSE,1,0,4,NA,0,1,0,1,1,7,5,4,4,8,21,0
"2566",29339,FALSE,0,0,1,NA,1,1,0,1,0,7,NA,3,NA,7,26,1
"2567",102363,FALSE,1,0,2,2,0,NA,1,1,1,NA,NA,NA,NA,NA,18,1
"2568",31392,FALSE,0,0,2,8,0,NA,1,1,1,6,6,5,3,8,26,0
"2569",85642,TRUE,0,0,9,NA,0,9,1,1,1,4,NA,0,NA,2,20,0
"2570",22190,FALSE,1,0,2,NA,2,NA,1,0,1,3,5,6,NA,1,26,0
"2571",94639,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,NA,9,NA,NA,19,1
"2572",95602,FALSE,0,0,6,3,1,NA,1,1,1,NA,NA,NA,NA,NA,20,0
"2573",83685,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,NA,21,0
"2574",30058,TRUE,0,0,4,3,0,NA,0,1,0,6,6,2,3,4,26,1
"2575",21723,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,6,NA,NA,28,0
"2576",45485,FALSE,0,0,7,NA,0,3,1,1,0,3,NA,4,NA,3,24,0
"2577",80417,FALSE,0,0,1,NA,0,1,0,1,1,4,5,3,NA,3,21,1
"2578",77398,TRUE,0,0,2,0,0,NA,0,1,0,NA,NA,NA,NA,NA,22,1
"2579",95340,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,1
"2580",63467,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,6,6,NA,NA,24,0
"2581",12288,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30,1
"2582",35903,FALSE,0,0,3,NA,0,1,1,1,1,5,5,6,NA,5,25,0
"2583",18369,FALSE,0,1,5,4,0,NA,1,1,1,NA,NA,NA,NA,NA,28,0
"2584",40857,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,7,NA,NA,26,1
"2585",7058,FALSE,0,1,10,6,1,NA,1,1,1,NA,NA,NA,NA,NA,30,0
"2586",70612,FALSE,0,1,1,NA,1,1,0,1,1,4,6,6,NA,-1,22,0
"2587",95577,FALSE,1,1,2,NA,0,0,0,0,0,5,5,3,6,5,19,1
"2588",77103,FALSE,0,1,5,NA,0,1,1,1,0,3,4,2,NA,1,21,0
"2589",42618,FALSE,0,0,4,NA,1,1,1,1,0,3,NA,8,NA,1,24,0
"2590",63172,FALSE,0,0,6,NA,1,1,1,1,1,7,8,5,5,9,22,0
"2591",19829,TRUE,0,1,5,NA,1,1,0,1,1,5,NA,6,NA,5,27,1
"2592",14208,FALSE,1,0,2,NA,1,2,1,1,1,4,NA,1,NA,4,27,0
"2593",43120,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"2594",52258,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,1
"2595",23792,FALSE,0,0,0,NA,1,NA,0,0,NA,5,NA,6,NA,7,27,1
"2596",21731,FALSE,1,0,3,NA,1,1,0,1,1,6,5,9,4,9,26,0
"2597",99977,FALSE,0,1,7,5,0,NA,1,1,1,NA,NA,NA,NA,NA,20,1
"2598",83242,FALSE,0,0,4,2,1,NA,1,0,0,NA,NA,NA,NA,NA,22,0
"2599",53632,FALSE,1,0,15,NA,0,0,1,0,1,7,4,7,5,12,23,1
"2600",67468,FALSE,0,1,6,NA,1,1,1,1,0,3,4,2,NA,8,22,0
"2601",58656,FALSE,0,0,7,NA,0,1,1,1,0,3,6,4,NA,4,23,0
"2602",31439,FALSE,0,0,0,NA,2,0,0,0,0,6,NA,4,NA,8,25,0
"2603",79441,FALSE,1,1,2,2,0,NA,0,1,1,8,8,3,7,7,22,1
"2604",101499,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,19,1
"2605",10962,FALSE,1,1,10,NA,0,4,1,1,1,6,4,0,4,7,28,1
"2606",27786,TRUE,1,1,1,1,1,NA,0,1,1,7,NA,4,NA,5,26,1
"2607",3813,FALSE,0,0,4,NA,2,1,1,1,1,4,6,4,NA,7,30,0
"2608",31076,FALSE,0,0,10,8,0,NA,1,1,0,7,NA,3,NA,4,27,0
"2609",90511,FALSE,0,0,6,NA,1,1,0,1,1,3,4,8,NA,NA,19,1
"2610",5804,FALSE,0,0,5,NA,1,6,1,1,0,5,NA,4,NA,7,29,0
"2611",22090,FALSE,1,0,2,0,2,NA,1,1,0,NA,NA,NA,NA,NA,27,1
"2612",71503,FALSE,1,0,5,NA,1,2,1,1,1,6,5,3,4,5,21,0
"2613",57206,FALSE,0,0,3,NA,0,2,0,1,0,5,6,7,NA,8,22,0
"2614",56245,TRUE,0,0,1,NA,1,1,0,1,0,4,NA,4,NA,-2,22,0
"2615",72560,FALSE,0,0,3,NA,0,1,1,1,1,3,NA,7,NA,7,22,1
"2616",39367,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,9,8,9,6,NA,26,0
"2617",60656,FALSE,0,0,4,NA,0,1,0,1,0,6,8,8,NA,4,22,1
"2618",16854,FALSE,0,0,6,NA,2,2,0,1,1,7,6,2,4,7,26,0
"2619",47859,TRUE,1,0,2,2,0,NA,0,1,1,6,NA,5,NA,11,24,1
"2620",34641,TRUE,1,1,3,NA,0,0,1,0,1,9,5,1,NA,12,25,1
"2621",56227,TRUE,1,1,1,1,0,NA,0,1,0,7,9,5,6,4,24,1
