"","unid","working","volunteer","leadershiprole","peoplelive","peoplelive_15plus","numchildren","numearnincome","anygrant","anyhhincome","givemoney_yes","cft_score","com_score","grit_score","num_score","opt_score","age","gender_male"
"19188",15520,TRUE,0,0,4,NA,3,0,1,0,0,4,NA,6,NA,1,27,0
"19189",47329,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,6,2,2,NA,26,0
"19190",13400,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,8,NA,NA,28,0
"19191",27233,TRUE,0,0,1,1,0,NA,0,1,0,4,NA,1,NA,7,27,1
"19192",27928,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,0
"19193",23119,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,1
"19194",94936,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,1
"19195",57564,TRUE,1,1,1,NA,0,1,0,1,1,6,5,4,5,10,23,1
"19196",62967,TRUE,0,1,0,NA,0,1,0,1,1,6,NA,7,NA,6,22,1
"19197",67172,FALSE,1,1,6,NA,1,1,0,1,0,9,9,7,6,2,23,0
"19198",26570,FALSE,1,0,8,NA,1,2,0,1,0,5,NA,1,NA,3,25,0
"19199",22038,FALSE,0,0,2,NA,0,1,1,1,0,5,7,7,NA,4,26,1
"19200",44514,FALSE,0,0,7,NA,0,NA,1,0,0,2,4,4,NA,1,24,0
"19201",38999,FALSE,1,1,1,NA,0,1,0,1,1,7,8,0,4,2,25,1
"19202",80694,TRUE,0,0,6,NA,0,1,1,1,1,7,4,0,3,3,21,1
"19203",76225,FALSE,1,0,6,NA,1,2,1,1,0,7,6,2,2,5,21,0
"19204",61237,FALSE,0,0,5,NA,1,1,1,1,0,3,5,0,NA,4,22,0
"19205",101294,TRUE,0,1,5,NA,0,2,1,1,0,5,NA,5,NA,8,18,0
"19206",80343,FALSE,0,0,1,NA,0,1,0,1,0,3,3,0,NA,9,20,0
"19207",66162,FALSE,1,0,1,NA,0,1,0,1,0,6,5,4,4,9,22,1
"19208",45419,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,6,6,NA,NA,26,1
"19209",74858,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"19210",20724,FALSE,1,1,4,NA,2,2,1,1,1,6,NA,8,NA,4,26,1
"19211",69050,TRUE,0,0,8,NA,0,3,1,1,0,7,6,8,3,3,22,0
"19212",77447,FALSE,0,0,2,NA,0,1,1,1,0,5,5,3,1,3,21,0
"19213",43189,FALSE,1,1,10,NA,1,0,1,0,1,7,6,0,5,4,24,1
"19214",66200,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"19215",79277,FALSE,1,1,4,3,0,NA,1,1,0,NA,NA,NA,NA,NA,22,0
"19216",31628,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,6,2,1,NA,27,0
"19217",58275,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,NA,NA,23,0
"19218",19381,FALSE,0,0,2,2,2,NA,1,0,1,NA,NA,NA,NA,NA,28,0
"19219",86865,FALSE,1,1,2,15,0,NA,0,0,0,7,NA,1,NA,8,21,1
"19220",54692,FALSE,0,0,4,2,1,NA,1,1,1,NA,NA,NA,NA,NA,24,0
"19221",69589,FALSE,1,0,9,7,1,NA,1,1,1,9,NA,6,NA,4,22,0
"19222",26639,FALSE,0,1,4,2,1,NA,0,1,1,NA,NA,NA,NA,NA,27,1
"19223",99931,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,19,1
"19224",39585,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0
"19225",53779,FALSE,0,0,5,5,0,NA,1,1,0,NA,NA,NA,NA,NA,25,1
"19226",22718,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,5,5,NA,NA,28,1
"19227",26475,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,5,5,5,3,NA,28,1
"19228",96757,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"19229",98009,FALSE,1,0,5,1,0,NA,1,1,1,NA,NA,NA,NA,NA,19,1
"19230",81600,FALSE,1,0,3,NA,0,1,0,1,0,6,NA,4,NA,-2,20,0
"19231",14085,FALSE,1,1,4,NA,1,1,1,1,1,6,6,7,3,12,27,0
"19232",71122,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,22,1
"19233",65190,FALSE,1,1,7,NA,0,2,0,1,1,7,7,3,3,-2,22,1
"19234",37352,FALSE,1,0,10,7,0,NA,1,1,1,3,5,5,2,0,25,0
"19235",92352,FALSE,1,1,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,21,1
"19236",3402,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,33,0
"19237",2802,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0
"19238",59936,FALSE,1,1,0,NA,1,NA,0,0,NA,6,NA,2,NA,9,23,0
"19239",87446,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,7,NA,NA,20,1
"19240",96915,FALSE,0,0,4,NA,1,0,1,0,0,6,7,8,4,11,19,0
"19241",55502,FALSE,0,0,4,NA,1,4,0,1,1,7,3,6,3,8,23,0
"19242",21349,FALSE,1,1,15,6,2,NA,1,1,0,NA,NA,NA,NA,NA,27,0
"19243",61271,FALSE,1,1,2,NA,0,2,0,1,1,8,5,5,5,3,23,1
"19244",38956,FALSE,0,0,4,2,2,NA,1,1,0,NA,NA,NA,NA,NA,26,0
"19245",67310,TRUE,1,0,2,NA,0,1,0,1,0,9,NA,8,NA,1,22,0
"19246",5238,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1
"19247",34034,TRUE,0,0,5,5,1,NA,1,1,1,7,NA,8,NA,4,26,1
"19248",75374,FALSE,0,0,2,NA,0,1,0,1,0,9,7,4,5,9,21,1
"19249",32634,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,1
"19250",95782,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,20,0
"19251",64470,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"19252",16777,FALSE,0,0,3,NA,1,0,1,0,0,8,5,4,1,2,27,0
"19253",77142,FALSE,1,0,3,NA,1,2,0,1,1,7,5,6,3,5,21,1
"19254",78295,FALSE,0,0,1,4,0,NA,0,1,0,NA,NA,NA,NA,NA,22,0
"19255",27841,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"19256",40396,FALSE,0,1,8,NA,0,2,1,1,0,6,7,8,2,NA,24,1
"19257",22950,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1
"19258",2944,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,3,0,NA,NA,31,0
"19259",101189,FALSE,0,0,4,2,0,NA,1,1,0,NA,NA,NA,NA,NA,19,0
"19260",93451,FALSE,0,1,9,NA,0,1,0,1,0,6,NA,4,NA,9,19,0
"19261",22902,FALSE,1,0,7,NA,0,1,1,1,0,3,7,2,NA,3,26,0
"19262",62145,FALSE,0,0,8,5,0,NA,1,1,0,NA,NA,NA,NA,NA,24,1
"19263",74128,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"19264",77641,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,9,NA,NA,21,0
"19265",36117,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,0
"19266",97108,FALSE,0,1,4,1,0,NA,1,1,1,NA,NA,NA,NA,NA,20,0
"19267",40200,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,5,0,NA,NA,25,0
"19268",52629,FALSE,0,0,8,NA,0,2,1,1,1,7,3,7,3,6,23,1
"19269",9565,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,5,9,3,NA,30,0
"19270",90639,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,0
"19271",50855,TRUE,0,0,2,NA,0,0,1,0,0,6,8,7,NA,NA,24,0
"19272",95884,FALSE,0,0,4,3,0,NA,0,1,1,7,NA,5,NA,6,19,1
"19273",86011,FALSE,0,0,7,NA,0,2,0,1,0,5,NA,5,NA,4,21,0
"19274",77123,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,2,3,NA,23,0
"19275",51869,TRUE,1,0,3,2,1,NA,1,1,1,NA,NA,NA,NA,NA,25,0
"19276",40334,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1
"19277",34623,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,0
"19278",62911,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"19279",50024,FALSE,0,0,4,NA,0,1,0,1,1,8,7,2,3,3,24,0
"19280",15814,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,5,0,NA,NA,29,0
"19281",21168,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0
"19282",101012,FALSE,1,0,7,2,0,NA,1,1,0,NA,NA,NA,NA,NA,19,0
"19283",74083,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1
"19284",43859,FALSE,0,1,10,NA,1,2,1,1,1,2,5,8,NA,11,24,0
"19285",37880,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,4,9,NA,NA,24,0
"19286",76993,TRUE,0,0,6,NA,0,1,1,1,0,4,7,5,NA,7,21,0
"19287",686,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,34,0
"19288",23295,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"19289",54757,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0
"19290",84171,TRUE,0,1,9,NA,0,0,1,0,0,7,8,7,3,5,21,0
"19291",3132,FALSE,1,0,4,NA,2,1,1,1,1,5,NA,2,NA,4,32,0
"19292",20726,FALSE,1,1,5,NA,0,1,0,1,0,8,NA,1,NA,3,27,0
"19293",81952,TRUE,0,1,4,NA,0,1,1,1,1,7,3,6,4,6,20,1
"19294",3125,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,NA,1,NA,NA,33,0
"19295",26434,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,1,NA,NA,27,1
"19296",14841,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,0
"19297",49639,FALSE,0,0,7,4,0,NA,1,1,0,NA,NA,NA,NA,NA,25,0
"19298",4119,FALSE,0,0,1,NA,2,1,1,1,0,4,NA,1,NA,0,30,0
"19299",27198,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,0
"19300",68976,FALSE,0,0,5,NA,0,5,1,1,1,6,4,2,NA,6,22,0
"19301",60896,FALSE,1,1,4,NA,0,0,1,0,1,7,NA,1,NA,5,23,1
"19302",62435,FALSE,0,0,7,4,1,NA,1,0,0,NA,NA,NA,NA,NA,24,0
"19303",6119,FALSE,0,0,5,NA,0,2,0,1,0,6,8,7,5,3,30,0
"19304",16309,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,NA,0,NA,NA,27,0
"19305",55120,FALSE,1,0,9,5,2,NA,1,0,1,NA,NA,NA,NA,NA,24,0
"19306",72873,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"19307",29537,FALSE,0,1,7,NA,0,1,1,1,0,6,6,0,4,NA,25,0
"19308",76559,TRUE,0,0,8,NA,0,1,1,1,0,3,5,7,NA,6,21,1
"19309",35982,TRUE,1,1,4,2,1,NA,1,1,1,NA,NA,NA,NA,NA,26,1
"19310",77278,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"19311",90877,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,NA,3,NA,NA,22,0
"19312",29262,FALSE,1,1,5,NA,0,1,0,1,1,4,6,2,NA,2,26,1
"19313",26849,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0
"19314",78798,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,5,8,3,NA,21,1
"19315",832,FALSE,1,1,7,3,2,NA,1,1,1,NA,NA,NA,NA,NA,34,0
"19316",5756,FALSE,1,1,5,4,3,NA,1,1,1,NA,NA,NA,NA,NA,31,1
"19317",90844,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"19318",60102,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"19319",64719,FALSE,1,1,3,NA,0,1,1,1,1,5,3,4,NA,2,22,1
"19320",57565,TRUE,0,1,4,15,1,NA,0,1,1,NA,NA,NA,NA,NA,24,1
"19321",91640,FALSE,0,0,6,NA,0,1,1,1,1,5,NA,4,NA,8,21,1
"19322",102194,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,NA,NA,18,0
"19323",40158,TRUE,0,0,3,2,0,NA,0,1,0,NA,NA,NA,NA,NA,25,1
"19324",75766,FALSE,1,1,5,2,0,NA,1,1,0,NA,NA,NA,NA,NA,23,0
"19325",15223,FALSE,1,0,5,NA,2,1,1,1,1,7,6,2,3,7,27,0
"19326",64311,FALSE,1,0,4,NA,1,1,0,1,0,5,NA,9,NA,7,23,0
"19327",29411,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,26,0
"19328",89263,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"19329",100826,FALSE,1,0,8,5,0,NA,1,1,1,NA,NA,NA,NA,NA,19,1
"19330",36052,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,3,NA,NA,24,1
"19331",90742,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1
"19332",64920,TRUE,0,0,1,NA,0,NA,0,0,1,5,1,0,NA,7,23,1
"19333",77710,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"19334",88307,FALSE,0,0,3,15,0,NA,0,1,1,NA,NA,NA,NA,NA,21,0
"19335",16488,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,29,1
"19336",73613,TRUE,1,1,3,NA,1,2,0,1,0,9,NA,5,NA,3,22,1
"19337",51533,TRUE,1,1,2,2,0,NA,0,0,1,NA,NA,NA,NA,NA,25,1
"19338",61132,TRUE,1,0,2,2,0,NA,1,0,1,8,7,3,4,6,23,0
"19339",80013,FALSE,0,0,1,NA,0,3,1,1,0,1,NA,2,NA,1,21,0
"19340",76118,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,1
"19341",60329,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"19342",87348,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"19343",41736,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"19344",87394,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,5,6,6,2,NA,22,0
"19345",44298,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,1
"19346",86819,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,8,5,9,5,NA,21,0
"19347",14764,FALSE,0,0,2,NA,0,0,1,0,0,7,5,5,3,3,27,0
"19348",73444,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"19349",42479,FALSE,0,0,3,NA,2,1,0,1,1,5,NA,3,NA,8,24,0
"19350",94500,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,8,NA,8,NA,NA,19,1
"19351",664,FALSE,1,1,3,NA,2,1,0,1,0,3,NA,2,NA,1,33,0
"19352",71024,TRUE,1,0,8,NA,0,3,1,1,0,7,8,8,3,4,22,0
"19353",19270,FALSE,0,1,6,NA,0,1,1,1,0,7,NA,6,NA,6,27,0
"19354",79157,TRUE,0,0,2,NA,0,1,0,1,0,1,3,4,NA,8,21,1
"19355",80473,FALSE,0,0,2,15,0,NA,1,0,0,4,NA,2,NA,2,22,1
"19356",2600,FALSE,0,0,3,5,1,NA,0,1,0,1,NA,5,NA,3,32,0
"19357",12355,TRUE,0,1,9,NA,1,1,1,1,0,7,9,1,6,4,27,0
"19358",75979,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,0
"19359",73796,FALSE,0,1,4,4,1,NA,0,1,0,NA,NA,NA,NA,NA,23,1
"19360",83611,FALSE,1,0,5,3,0,NA,1,1,1,NA,NA,NA,NA,NA,22,1
"19361",48694,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,1
"19362",99851,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,0
"19363",55789,FALSE,1,0,5,NA,1,1,1,1,1,8,8,4,3,9,23,0
"19364",89022,FALSE,0,1,10,NA,0,1,1,1,0,5,NA,7,NA,1,21,1
"19365",70844,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,0
"19366",100057,FALSE,0,0,9,5,0,NA,1,1,0,NA,NA,NA,NA,NA,19,0
"19367",19727,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,28,0
"19368",20228,FALSE,1,1,5,NA,0,2,1,1,1,4,4,4,NA,7,26,1
"19369",54201,FALSE,0,0,8,NA,1,1,1,1,1,6,6,6,2,1,23,0
"19370",17624,FALSE,1,1,2,NA,0,1,1,1,1,6,5,3,3,4,27,0
"19371",55640,FALSE,0,0,6,5,1,NA,1,1,1,NA,NA,NA,NA,NA,24,0
"19372",43320,TRUE,0,0,7,NA,1,1,1,1,0,8,NA,2,NA,6,24,0
"19373",101738,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,19,1
"19374",1574,FALSE,0,0,0,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,34,0
"19375",76120,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,23,1
"19376",50946,FALSE,1,0,5,NA,1,1,1,1,1,8,6,0,5,10,24,1
"19377",45524,TRUE,0,0,2,NA,0,1,0,1,1,7,NA,2,NA,5,24,0
"19378",45107,FALSE,0,1,7,1,1,NA,1,0,1,NA,NA,NA,NA,NA,25,1
"19379",8219,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"19380",73100,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,4,3,NA,NA,22,0
"19381",11694,FALSE,0,0,10,NA,2,1,1,1,1,6,NA,4,NA,10,28,0
"19382",95984,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,1
"19383",62290,FALSE,1,1,4,NA,1,2,1,1,1,7,6,5,3,10,22,0
"19384",6856,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,31,0
"19385",82870,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,7,9,8,NA,NA,20,1
"19386",71888,FALSE,1,0,6,NA,1,1,1,1,0,8,NA,6,NA,8,23,0
"19387",12270,FALSE,1,0,3,0,1,NA,0,1,1,NA,NA,NA,NA,NA,29,0
"19388",79531,FALSE,0,0,5,4,1,NA,1,1,0,7,6,0,3,7,21,0
"19389",53298,TRUE,0,0,5,NA,0,1,0,1,0,3,4,9,NA,6,24,0
"19390",38562,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,26,0
"19391",38016,FALSE,0,1,1,NA,0,0,1,0,0,3,4,0,NA,5,24,0
"19392",33661,FALSE,1,1,4,NA,1,0,1,0,1,7,NA,9,NA,9,26,1
"19393",19883,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,27,1
"19394",3618,FALSE,0,0,5,NA,0,3,1,1,0,5,6,4,NA,0,31,1
"19395",63362,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,NA,NA,22,0
"19396",87008,FALSE,1,1,2,NA,1,1,1,1,0,5,6,5,NA,11,21,0
"19397",30397,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,27,0
"19398",36876,FALSE,0,0,1,0,1,NA,0,1,1,4,NA,6,NA,5,25,0
"19399",44864,FALSE,1,0,5,NA,0,4,0,1,0,8,8,3,5,6,24,1
"19400",85620,TRUE,1,0,6,NA,0,1,1,1,1,5,5,3,NA,10,20,0
"19401",84135,FALSE,0,0,2,NA,0,1,0,1,1,7,7,8,NA,NA,20,1
"19402",88453,TRUE,1,0,4,NA,0,1,1,1,0,3,NA,2,NA,4,20,1
"19403",10517,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,3,5,6,NA,NA,30,0
"19404",37248,FALSE,0,0,4,3,0,NA,1,1,0,6,6,0,3,6,25,0
"19405",8765,FALSE,1,0,1,0,1,NA,0,1,1,3,NA,1,NA,3,29,0
"19406",490,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,34,0
"19407",44961,FALSE,1,1,4,NA,1,0,1,0,0,4,NA,3,NA,1,24,0
"19408",12737,FALSE,0,0,7,NA,1,0,1,0,0,7,6,3,NA,NA,27,0
"19409",95241,FALSE,1,0,4,4,0,NA,0,1,1,NA,NA,NA,NA,NA,20,0
"19410",96006,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,21,0
"19411",52540,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,NA,NA,23,1
"19412",93808,FALSE,1,1,8,NA,0,1,1,1,1,3,NA,5,NA,8,20,0
"19413",94250,FALSE,0,0,5,7,0,NA,1,1,1,4,NA,2,NA,1,20,0
"19414",50167,FALSE,0,1,0,NA,0,0,0,0,0,8,9,7,7,1,23,1
"19415",10034,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0
"19416",91004,TRUE,0,0,4,NA,0,3,0,1,1,9,6,1,4,3,20,1
"19417",66412,TRUE,0,0,1,15,0,NA,0,1,0,NA,NA,NA,NA,NA,23,1
"19418",24988,FALSE,0,0,0,NA,0,0,0,0,0,3,5,6,NA,11,26,0
"19419",25338,FALSE,1,1,7,NA,0,0,1,0,1,6,NA,0,NA,8,26,1
"19420",16989,FALSE,0,0,1,1,0,NA,0,0,1,4,NA,0,NA,5,27,0
"19421",19608,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,NA,7,NA,NA,29,0
"19422",51162,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,23,0
"19423",87158,FALSE,1,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,21,0
"19424",52886,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,3,5,3,NA,24,1
"19425",44885,FALSE,1,1,1,NA,0,0,0,0,1,8,7,1,NA,9,23,0
"19426",28761,TRUE,1,1,3,3,0,NA,1,1,0,8,NA,9,NA,8,26,0
"19427",46793,TRUE,0,0,0,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"19428",16856,FALSE,0,0,9,6,1,NA,1,1,1,10,NA,2,NA,10,28,0
"19429",74505,FALSE,0,0,2,NA,0,1,1,1,0,6,6,7,1,10,22,0
"19430",9366,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,30,0
"19431",82210,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1
"19432",10388,TRUE,1,1,4,NA,1,0,1,0,1,7,5,3,5,5,28,1
"19433",23011,FALSE,1,1,3,NA,0,3,0,1,0,8,NA,0,NA,6,26,1
"19434",66305,FALSE,0,0,2,NA,0,0,0,0,0,6,5,7,4,1,22,1
"19435",17261,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,9,NA,NA,27,1
"19436",34730,FALSE,1,1,15,6,2,NA,1,1,1,3,5,7,4,8,25,0
"19437",77859,FALSE,0,0,8,5,0,NA,1,1,1,NA,NA,NA,NA,NA,22,0
"19438",38821,TRUE,0,1,NA,NA,NA,NA,0,0,NA,5,3,4,3,NA,24,1
"19439",78369,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,5,6,7,NA,NA,23,1
"19440",73161,FALSE,0,1,4,NA,0,2,0,1,0,5,NA,5,NA,4,22,1
"19441",12933,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,4,NA,NA,30,0
"19442",58386,FALSE,0,0,4,3,2,NA,0,1,0,NA,NA,NA,NA,NA,23,1
"19443",8076,FALSE,0,0,2,NA,2,1,1,1,0,4,5,7,NA,5,29,1
"19444",72794,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,6,6,6,NA,23,1
"19445",46344,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,1
"19446",35834,TRUE,0,0,4,NA,1,1,1,1,0,7,5,2,3,6,26,0
"19447",26972,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0
"19448",65516,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,0,NA,NA,22,1
"19449",68639,FALSE,1,1,5,NA,0,1,1,1,1,6,NA,1,NA,9,22,1
"19450",71598,TRUE,0,0,6,NA,0,2,1,1,0,4,5,1,NA,3,22,0
"19451",85304,FALSE,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,22,0
"19452",33124,FALSE,0,1,1,NA,1,0,1,0,1,8,NA,1,NA,3,26,0
"19453",72026,FALSE,0,1,5,1,0,NA,1,1,0,NA,NA,NA,NA,NA,23,0
"19454",3999,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,32,1
"19455",49619,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,4,NA,23,0
"19456",42485,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,6,5,9,2,NA,26,0
"19457",48626,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,25,0
"19458",41718,FALSE,1,1,5,NA,1,0,1,0,1,6,6,8,3,3,24,0
"19459",59265,FALSE,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,24,1
"19460",79879,FALSE,1,0,3,3,0,NA,1,1,0,NA,NA,NA,NA,NA,22,1
"19461",32729,TRUE,NA,NA,NA,NA,NA,NA,0,0,NA,4,NA,9,NA,NA,25,0
"19462",101346,FALSE,0,0,2,1,1,NA,1,1,0,NA,NA,NA,NA,NA,18,0
